Distance Squared = 3.699602, compared to 6.091024
Distance Squared = 2.611561, compared to 6.091024
Distance Squared = 4.882495, compared to 6.091024
Distance Squared = 3.603319, compared to 6.091024
Distance Squared = 1.472625, compared to 6.091024
Distance Squared = 2.626774, compared to 6.091024
Distance Squared = 1.703883, compared to 6.091024
Distance Squared = 5.340734, compared to 6.091024
Distance Squared = 0.767393, compared to 6.091024
Distance Squared = 3.631419, compared to 6.091024
Distance Squared = 0.216160, compared to 6.091024
Distance Squared = 3.278455, compared to 6.091024
Distance Squared = 0.314848, compared to 6.091024
Distance Squared = 5.463574, compared to 6.091024
Distance Squared = 3.517511, compared to 6.091024
Distance Squared = 5.216720, compared to 6.091024
Distance Squared = 5.247661, compared to 6.091024
Distance Squared = 5.631863, compared to 6.091024
Distance Squared = 3.910227, compared to 6.091024
Distance Squared = 3.938117, compared to 6.091024
Distance Squared = 1.952186, compared to 6.091024
Distance Squared = 0.186220, compared to 6.091024
Distance Squared = 3.254885, compared to 6.091024
Distance Squared = 1.057541, compared to 6.091024
Distance Squared = 3.276956, compared to 6.091024
Distance Squared = 0.689997, compared to 6.091024
Distance Squared = 2.976290, compared to 6.091024
Distance Squared = 2.746198, compared to 6.091024
Distance Squared = 3.698880, compared to 6.091024
Distance Squared = 1.297234, compared to 6.091024
Distance Squared = 5.707669, compared to 6.091024
Distance Squared = 2.969707, compared to 6.091024
Distance Squared = 4.225639, compared to 6.091024
Distance Squared = 5.059780, compared to 6.091024
Distance Squared = 0.286985, compared to 6.091024
Distance Squared = 5.041539, compared to 6.091024
Distance Squared = 2.092437, compared to 6.091024
Distance Squared = 1.678913, compared to 6.091024
Distance Squared = 2.752278, compared to 6.091024
Distance Squared = 0.411260, compared to 6.091024
Distance Squared = 0.630563, compared to 6.091024
Distance Squared = 5.256193, compared to 6.091024
Distance Squared = 5.426642, compared to 6.091024
Distance Squared = 3.957389, compared to 6.091024
Distance Squared = 0.659417, compared to 6.091024
Distance Squared = 3.539262, compared to 6.091024
Distance Squared = 1.262774, compared to 6.091024
Distance Squared = 4.843773, compared to 6.091024
Distance Squared = 5.592495, compared to 6.091024
Distance Squared = 2.270136, compared to 6.091024
Distance Squared = 4.615001, compared to 6.091024
Distance Squared = 3.631399, compared to 6.091024
Distance Squared = 2.744587, compared to 6.091024
Distance Squared = 2.676834, compared to 6.091024
Distance Squared = 1.019395, compared to 6.091024
Distance Squared = 1.387402, compared to 6.091024
Distance Squared = 0.528452, compared to 6.091024
Distance Squared = 2.917733, compared to 6.091024
Distance Squared = 0.759303, compared to 6.091024
Distance Squared = 0.684965, compared to 6.091024
Distance Squared = 1.247763, compared to 6.091024
Distance Squared = 2.355715, compared to 6.091024
Distance Squared = 6.086497, compared to 6.091024
Distance Squared = 2.419425, compared to 6.091024
Distance Squared = 0.952115, compared to 6.091024
Distance Squared = 2.702990, compared to 6.091024
Distance Squared = 3.811545, compared to 6.091024
Distance Squared = 0.739518, compared to 6.091024
Distance Squared = 0.772261, compared to 6.091024
Distance Squared = 1.088147, compared to 6.091024
Distance Squared = 2.342717, compared to 6.091024
Distance Squared = 5.932041, compared to 6.091024
Distance Squared = 3.014001, compared to 6.091024
Distance Squared = 2.228387, compared to 6.091024
Distance Squared = 5.160045, compared to 6.091024
Distance Squared = 2.332955, compared to 6.091024
Distance Squared = 2.940388, compared to 6.091024
Distance Squared = 3.586307, compared to 6.091024
Distance Squared = 4.180456, compared to 6.091024
Distance Squared = 3.438473, compared to 6.091024
Distance Squared = 4.308844, compared to 6.091024
Distance Squared = 0.319036, compared to 6.091024
Distance Squared = 0.230295, compared to 6.091024
Distance Squared = 2.217650, compared to 6.091024
Distance Squared = 1.104440, compared to 6.091024
Distance Squared = 1.305128, compared to 6.091024
Distance Squared = 4.056966, compared to 6.091024
Distance Squared = 1.160658, compared to 6.091024
Distance Squared = 1.775123, compared to 6.091024
Distance Squared = 3.695771, compared to 6.091024
Distance Squared = 3.066030, compared to 6.091024
Distance Squared = 0.689646, compared to 6.091024
Distance Squared = 2.395297, compared to 6.091024
Distance Squared = 2.455865, compared to 6.091024
Distance Squared = 4.796223, compared to 6.091024
Distance Squared = 1.881392, compared to 6.091024
Distance Squared = 2.544433, compared to 6.091024
Distance Squared = 5.862507, compared to 6.091024
Distance Squared = 1.202121, compared to 6.091024
Distance Squared = 5.569119, compared to 6.091024
Distance Squared = 3.568294, compared to 6.091024
Distance Squared = 0.085802, compared to 6.091024
Distance Squared = 3.036301, compared to 6.091024
Distance Squared = 0.618080, compared to 6.091024
Distance Squared = 4.238550, compared to 6.091024
Distance Squared = 5.837742, compared to 6.091024
Distance Squared = 5.090385, compared to 6.091024
Distance Squared = 5.796160, compared to 6.091024
Distance Squared = 5.837221, compared to 6.091024
Distance Squared = 1.543330, compared to 6.091024
Distance Squared = 1.402418, compared to 6.091024
Distance Squared = 2.986499, compared to 6.091024
Distance Squared = 1.186913, compared to 6.091024
Distance Squared = 1.498333, compared to 6.091024
Distance Squared = 1.842268, compared to 6.091024
Distance Squared = 0.635935, compared to 6.091024
Distance Squared = 5.463654, compared to 6.091024
Distance Squared = 5.741720, compared to 6.091024
Distance Squared = 1.128830, compared to 6.091024
Distance Squared = 1.175851, compared to 6.091024
Distance Squared = 5.184924, compared to 6.091024
Distance Squared = 4.142248, compared to 6.091024
Distance Squared = 2.254540, compared to 6.091024
Distance Squared = 4.540042, compared to 6.091024
Distance Squared = 1.820292, compared to 6.091024
Distance Squared = 5.226924, compared to 6.091024
Distance Squared = 5.470569, compared to 6.091024
Distance Squared = 3.432288, compared to 6.091024
Distance Squared = 1.636850, compared to 6.091024
Distance Squared = 2.337604, compared to 6.091024
Distance Squared = 3.490671, compared to 6.091024
Distance Squared = 0.665994, compared to 6.091024
Distance Squared = 3.098651, compared to 6.091024
Distance Squared = 4.741943, compared to 6.091024
Distance Squared = 3.704198, compared to 6.091024
Distance Squared = 5.338246, compared to 6.091024
Distance Squared = 5.122357, compared to 6.091024
Distance Squared = 0.658441, compared to 6.091024
Distance Squared = 0.800047, compared to 6.091024
Distance Squared = 1.069116, compared to 6.091024
Distance Squared = 1.702589, compared to 6.091024
Distance Squared = 4.030807, compared to 6.091024
Distance Squared = 0.677942, compared to 6.091024
Distance Squared = 0.296065, compared to 6.091024
Distance Squared = 6.046808, compared to 6.091024
Distance Squared = 2.816242, compared to 6.091024
Distance Squared = 4.407000, compared to 6.091024
Distance Squared = 5.144333, compared to 6.091024
Distance Squared = 1.041772, compared to 6.091024
Distance Squared = 1.748151, compared to 6.091024
Distance Squared = 1.392909, compared to 6.091024
Distance Squared = 0.703228, compared to 6.091024
Distance Squared = 5.372756, compared to 6.091024
Distance Squared = 2.144638, compared to 6.091024
Distance Squared = 2.656227, compared to 6.091024
Distance Squared = 1.442532, compared to 6.091024
Distance Squared = 3.006231, compared to 6.091024
Distance Squared = 1.488789, compared to 6.091024
Distance Squared = 3.155063, compared to 6.091024
Distance Squared = 0.954943, compared to 6.091024
Distance Squared = 5.719837, compared to 6.091024
Distance Squared = 1.879251, compared to 6.091024
Distance Squared = 0.430426, compared to 6.091024
Distance Squared = 5.960194, compared to 6.091024
Distance Squared = 1.986471, compared to 6.091024
Distance Squared = 1.730718, compared to 6.091024
Distance Squared = 5.651144, compared to 6.091024
Distance Squared = 4.212451, compared to 6.091024
Distance Squared = 4.093487, compared to 6.091024
Distance Squared = 1.144689, compared to 6.091024
Distance Squared = 0.182908, compared to 6.091024
Distance Squared = 0.830414, compared to 6.091024
Distance Squared = 5.620738, compared to 6.091024
Distance Squared = 2.628685, compared to 6.091024
Distance Squared = 1.849104, compared to 6.091024
Distance Squared = 3.825144, compared to 6.091024
Distance Squared = 4.590642, compared to 6.091024
Distance Squared = 6.058296, compared to 6.091024
Distance Squared = 3.648248, compared to 6.091024
Distance Squared = 3.579221, compared to 6.091024
Distance Squared = 5.392981, compared to 6.091024
Distance Squared = 2.581966, compared to 6.091024
Distance Squared = 2.763161, compared to 6.091024
Distance Squared = 5.536579, compared to 6.091024
Distance Squared = 5.410139, compared to 6.091024
Distance Squared = 1.738115, compared to 6.091024
Distance Squared = 6.026337, compared to 6.091024
Distance Squared = 4.611846, compared to 6.091024
Distance Squared = 2.881528, compared to 6.091024
Distance Squared = 1.394814, compared to 6.091024
Distance Squared = 4.957696, compared to 6.091024
Distance Squared = 1.612035, compared to 6.091024
Distance Squared = 0.140635, compared to 6.091024
Distance Squared = 2.996273, compared to 6.091024
Distance Squared = 6.001436, compared to 6.091024
Distance Squared = 3.109741, compared to 6.091024
Distance Squared = 3.837149, compared to 6.091024
Distance Squared = 1.216715, compared to 6.091024
Distance Squared = 5.075517, compared to 6.091024
Distance Squared = 4.737656, compared to 6.091024
Distance Squared = 0.538507, compared to 6.091024
Distance Squared = 5.020508, compared to 6.091024
Distance Squared = 3.960824, compared to 6.091024
Distance Squared = 5.923575, compared to 6.091024
Distance Squared = 3.802370, compared to 6.091024
Distance Squared = 4.072702, compared to 6.091024
Distance Squared = 3.069975, compared to 6.091024
Distance Squared = 1.776916, compared to 6.091024
Distance Squared = 5.036248, compared to 6.091024
Distance Squared = 0.890656, compared to 6.091024
Distance Squared = 2.204510, compared to 6.091024
Distance Squared = 2.909435, compared to 6.091024
Distance Squared = 5.967861, compared to 6.091024
Distance Squared = 4.041506, compared to 6.091024
Distance Squared = 0.134987, compared to 6.091024
Distance Squared = 4.666554, compared to 6.091024
Distance Squared = 3.114600, compared to 6.091024
Distance Squared = 1.600988, compared to 6.091024
Distance Squared = 1.326778, compared to 6.091024
Distance Squared = 3.815811, compared to 6.091024
Distance Squared = 1.461613, compared to 6.091024
Distance Squared = 0.230229, compared to 6.091024
Distance Squared = 5.710309, compared to 6.091024
Distance Squared = 5.900647, compared to 6.091024
Distance Squared = 5.020062, compared to 6.091024
Distance Squared = 4.744565, compared to 6.091024
Distance Squared = 4.804928, compared to 6.091024
Distance Squared = 1.244000, compared to 6.091024
Distance Squared = 0.829579, compared to 6.091024
Distance Squared = 3.954536, compared to 6.091024
Distance Squared = 5.313995, compared to 6.091024
Distance Squared = 2.852164, compared to 6.091024
Distance Squared = 3.551890, compared to 6.091024
Distance Squared = 3.014182, compared to 6.091024
Distance Squared = 2.059925, compared to 6.091024
Distance Squared = 4.419710, compared to 6.091024
Distance Squared = 2.223771, compared to 6.091024
Distance Squared = 3.798399, compared to 6.091024
Distance Squared = 0.926495, compared to 6.091024
Distance Squared = 2.044371, compared to 6.091024
Distance Squared = 0.481946, compared to 6.091024
Distance Squared = 5.933303, compared to 6.091024
Distance Squared = 2.027510, compared to 6.091024
Distance Squared = 2.350241, compared to 6.091024
Distance Squared = 0.686518, compared to 6.091024
Distance Squared = 1.153570, compared to 6.091024
Distance Squared = 0.094369, compared to 6.091024
Distance Squared = 0.500325, compared to 6.091024
Distance Squared = 4.969712, compared to 6.091024
Distance Squared = 4.996023, compared to 6.091024
Distance Squared = 4.622697, compared to 6.091024
Distance Squared = 4.379716, compared to 6.091024
Distance Squared = 5.503586, compared to 6.091024
Distance Squared = 1.706557, compared to 6.091024
Distance Squared = 2.145193, compared to 6.091024
Distance Squared = 1.556319, compared to 6.091024
Distance Squared = 1.418388, compared to 6.091024
Distance Squared = 3.379925, compared to 6.091024
Distance Squared = 2.052077, compared to 6.091024
Distance Squared = 4.955560, compared to 6.091024
Distance Squared = 5.395074, compared to 6.091024
Distance Squared = 3.302579, compared to 6.091024
Distance Squared = 0.322972, compared to 6.091024
Distance Squared = 0.959961, compared to 6.091024
Distance Squared = 5.975924, compared to 6.091024
Distance Squared = 0.641627, compared to 6.091024
Distance Squared = 1.282912, compared to 6.091024
Distance Squared = 2.685028, compared to 6.091024
Distance Squared = 5.227254, compared to 6.091024
Distance Squared = 2.113540, compared to 6.091024
Distance Squared = 2.279534, compared to 6.091024
Distance Squared = 5.833538, compared to 6.091024
Distance Squared = 2.359793, compared to 6.091024
Distance Squared = 5.806780, compared to 6.091024
Distance Squared = 0.802785, compared to 6.091024
Distance Squared = 4.261386, compared to 6.091024
Distance Squared = 3.095371, compared to 6.091024
Distance Squared = 1.533037, compared to 6.091024
Distance Squared = 4.588706, compared to 6.091024
Distance Squared = 3.539728, compared to 6.091024
Distance Squared = 1.336609, compared to 6.091024
Distance Squared = 3.864841, compared to 6.091024
Distance Squared = 0.849047, compared to 6.091024
Distance Squared = 0.233242, compared to 6.091024
Distance Squared = 4.355504, compared to 6.091024
Distance Squared = 4.300008, compared to 6.091024
Distance Squared = 4.371573, compared to 6.091024
Distance Squared = 1.545632, compared to 6.091024
Distance Squared = 2.298399, compared to 6.091024
Distance Squared = 0.577644, compared to 6.091024
Distance Squared = 2.204695, compared to 6.091024
Distance Squared = 3.007347, compared to 6.091024
Distance Squared = 0.240427, compared to 6.091024
Distance Squared = 3.727897, compared to 6.091024
Distance Squared = 4.846722, compared to 6.091024
Distance Squared = 0.645359, compared to 6.091024
Distance Squared = 0.753209, compared to 6.091024
Distance Squared = 1.319638, compared to 6.091024
Distance Squared = 1.951447, compared to 6.091024
Distance Squared = 1.241989, compared to 6.091024
Distance Squared = 1.622248, compared to 6.091024
Distance Squared = 3.024803, compared to 6.091024
Distance Squared = 0.144722, compared to 6.091024
Distance Squared = 0.222334, compared to 6.091024
Distance Squared = 1.700886, compared to 6.091024
Distance Squared = 2.969088, compared to 6.091024
Distance Squared = 1.640203, compared to 6.091024
Distance Squared = 3.677078, compared to 6.091024
Distance Squared = 0.432184, compared to 6.091024
Distance Squared = 2.174552, compared to 6.091024
Distance Squared = 3.208032, compared to 6.091024
Distance Squared = 3.380442, compared to 6.091024
Distance Squared = 0.224798, compared to 6.091024
Distance Squared = 5.416048, compared to 6.091024
Distance Squared = 0.871734, compared to 6.091024
Distance Squared = 1.709750, compared to 6.091024
Distance Squared = 5.184949, compared to 6.091024
Distance Squared = 0.096764, compared to 6.091024
Distance Squared = 3.336200, compared to 6.091024
Distance Squared = 2.782986, compared to 6.091024
Distance Squared = 3.578500, compared to 6.091024
Distance Squared = 4.505041, compared to 6.091024
Distance Squared = 2.080066, compared to 6.091024
Distance Squared = 4.331875, compared to 6.091024
Distance Squared = 1.380959, compared to 6.091024
Distance Squared = 1.243245, compared to 6.091024
Distance Squared = 3.982088, compared to 6.091024
Distance Squared = 2.246139, compared to 6.091024
Distance Squared = 4.199094, compared to 6.091024
Distance Squared = 1.204882, compared to 6.091024
Distance Squared = 2.898421, compared to 6.091024
Distance Squared = 5.475946, compared to 6.091024
Distance Squared = 0.270227, compared to 6.091024
Distance Squared = 2.958620, compared to 6.091024
Distance Squared = 2.982747, compared to 6.091024
Distance Squared = 1.496710, compared to 6.091024
Distance Squared = 3.178263, compared to 6.091024
Distance Squared = 5.366460, compared to 6.091024
Distance Squared = 2.864945, compared to 6.091024
Distance Squared = 4.596791, compared to 6.091024
Distance Squared = 4.078056, compared to 6.091024
Distance Squared = 4.654661, compared to 6.091024
Distance Squared = 4.474407, compared to 6.091024
Distance Squared = 3.716447, compared to 6.091024
Distance Squared = 4.542944, compared to 6.091024
Distance Squared = 2.338580, compared to 6.091024
Distance Squared = 1.047917, compared to 6.091024
Distance Squared = 0.566982, compared to 6.091024
Distance Squared = 1.688635, compared to 6.091024
Distance Squared = 3.944162, compared to 6.091024
Distance Squared = 5.031664, compared to 6.091024
Distance Squared = 4.080640, compared to 6.091024
Distance Squared = 5.377150, compared to 6.091024
Distance Squared = 5.163759, compared to 6.091024
Distance Squared = 0.994690, compared to 6.091024
Distance Squared = 4.072817, compared to 6.091024
Distance Squared = 1.286015, compared to 6.091024
Distance Squared = 1.932081, compared to 6.091024
Distance Squared = 0.115025, compared to 6.091024
Distance Squared = 1.063018, compared to 6.091024
Distance Squared = 1.665694, compared to 6.091024
Distance Squared = 5.588821, compared to 6.091024
Distance Squared = 4.125491, compared to 6.091024
Distance Squared = 0.940700, compared to 6.091024
Distance Squared = 3.731593, compared to 6.091024
Distance Squared = 1.742815, compared to 6.091024
Distance Squared = 5.739179, compared to 6.091024
Distance Squared = 0.686872, compared to 6.091024
Distance Squared = 4.719330, compared to 6.091024
Distance Squared = 2.616800, compared to 6.091024
Distance Squared = 4.057130, compared to 6.091024
Distance Squared = 1.099440, compared to 6.091024
Distance Squared = 0.500187, compared to 6.091024
Distance Squared = 2.425519, compared to 6.091024
Distance Squared = 1.808663, compared to 6.091024
Distance Squared = 2.089143, compared to 6.091024
Distance Squared = 3.378009, compared to 6.091024
Distance Squared = 1.841188, compared to 6.091024
Distance Squared = 3.573504, compared to 6.091024
Distance Squared = 2.119885, compared to 6.091024
Distance Squared = 4.840477, compared to 6.091024
Distance Squared = 1.627840, compared to 6.091024
Distance Squared = 4.888679, compared to 6.091024
Distance Squared = 5.779298, compared to 6.091024
Distance Squared = 0.445763, compared to 6.091024
Distance Squared = 1.036255, compared to 6.091024
Distance Squared = 4.335169, compared to 6.091024
Distance Squared = 0.495901, compared to 6.091024
Distance Squared = 2.549538, compared to 6.091024
Distance Squared = 5.225907, compared to 6.091024
Distance Squared = 3.875796, compared to 6.091024
Distance Squared = 2.144088, compared to 6.091024
Distance Squared = 2.953731, compared to 6.091024
Distance Squared = 3.831414, compared to 6.091024
Distance Squared = 4.813735, compared to 6.091024
Distance Squared = 4.985335, compared to 6.091024
Distance Squared = 5.184935, compared to 6.091024
Distance Squared = 0.022239, compared to 6.091024
Distance Squared = 2.203724, compared to 6.091024
Distance Squared = 5.934506, compared to 6.091024
Distance Squared = 5.378513, compared to 6.091024
Distance Squared = 4.762920, compared to 6.091024
Distance Squared = 5.963912, compared to 6.091024
Distance Squared = 4.595347, compared to 6.091024
Distance Squared = 3.201849, compared to 6.091024
Distance Squared = 4.107217, compared to 6.091024
Distance Squared = 1.183597, compared to 6.091024
Distance Squared = 4.086592, compared to 6.091024
Distance Squared = 2.299845, compared to 6.091024
Distance Squared = 2.530243, compared to 6.091024
Distance Squared = 3.853410, compared to 6.091024
Distance Squared = 4.835730, compared to 6.091024
Distance Squared = 0.564859, compared to 6.091024
Distance Squared = 3.474050, compared to 6.091024
Distance Squared = 1.458586, compared to 6.091024
Distance Squared = 0.097419, compared to 6.091024
Distance Squared = 3.420848, compared to 6.091024
Distance Squared = 3.487476, compared to 6.091024
Distance Squared = 4.805690, compared to 6.091024
Distance Squared = 5.686300, compared to 6.091024
Distance Squared = 1.720906, compared to 6.091024
Distance Squared = 1.853896, compared to 6.091024
Distance Squared = 5.462051, compared to 6.091024
Distance Squared = 1.568348, compared to 6.091024
Distance Squared = 5.532820, compared to 6.091024
Distance Squared = 0.728374, compared to 6.091024
Distance Squared = 1.272563, compared to 6.091024
Distance Squared = 2.151839, compared to 6.091024
Distance Squared = 1.131947, compared to 6.091024
Distance Squared = 3.924348, compared to 6.091024
Distance Squared = 0.673455, compared to 6.091024
Distance Squared = 0.630602, compared to 6.091024
Distance Squared = 3.695792, compared to 6.091024
Distance Squared = 2.417051, compared to 6.091024
Distance Squared = 5.154500, compared to 6.091024
Distance Squared = 3.834972, compared to 6.091024
Distance Squared = 0.282693, compared to 6.091024
Distance Squared = 1.714732, compared to 6.091024
Distance Squared = 4.910197, compared to 6.091024
Distance Squared = 1.647036, compared to 6.091024
Distance Squared = 3.555532, compared to 6.091024
Distance Squared = 4.206342, compared to 6.091024
Distance Squared = 4.912965, compared to 6.091024
Distance Squared = 5.735026, compared to 6.091024
Distance Squared = 2.495982, compared to 6.091024
Distance Squared = 2.548463, compared to 6.091024
Distance Squared = 5.388058, compared to 6.091024
Distance Squared = 0.702237, compared to 6.091024
Distance Squared = 5.395137, compared to 6.091024
Distance Squared = 1.871164, compared to 6.091024
Distance Squared = 5.454115, compared to 6.091024
Distance Squared = 1.290896, compared to 6.091024
Distance Squared = 1.535665, compared to 6.091024
Distance Squared = 1.053375, compared to 6.091024
Distance Squared = 6.061127, compared to 6.091024
Distance Squared = 3.225761, compared to 6.091024
Distance Squared = 5.473294, compared to 6.091024
Distance Squared = 1.991866, compared to 6.091024
Distance Squared = 3.089707, compared to 6.091024
Distance Squared = 3.982048, compared to 6.091024
Distance Squared = 2.252857, compared to 6.091024
Distance Squared = 3.654320, compared to 6.091024
Distance Squared = 0.589188, compared to 6.091024
Distance Squared = 4.736234, compared to 6.091024
Distance Squared = 4.414448, compared to 6.091024
Distance Squared = 2.678524, compared to 6.091024
Distance Squared = 4.863103, compared to 6.091024
Distance Squared = 3.715618, compared to 6.091024
Distance Squared = 2.625793, compared to 6.091024
Distance Squared = 3.833251, compared to 6.091024
Distance Squared = 4.132514, compared to 6.091024
Distance Squared = 5.511507, compared to 6.091024
Distance Squared = 3.504326, compared to 6.091024
Distance Squared = 3.019112, compared to 6.091024
Distance Squared = 3.361860, compared to 6.091024
Distance Squared = 1.824233, compared to 6.091024
Distance Squared = 4.841091, compared to 6.091024
Distance Squared = 0.259325, compared to 6.091024
Distance Squared = 1.426427, compared to 6.091024
Distance Squared = 2.161790, compared to 6.091024
Distance Squared = 5.619825, compared to 6.091024
Distance Squared = 6.034987, compared to 6.091024
Distance Squared = 1.902912, compared to 6.091024
Distance Squared = 1.652086, compared to 6.091024
Distance Squared = 5.642303, compared to 6.091024
Distance Squared = 4.001220, compared to 6.091024
Distance Squared = 5.727264, compared to 6.091024
Distance Squared = 4.346327, compared to 6.091024
Distance Squared = 0.820026, compared to 6.091024
Distance Squared = 0.432569, compared to 6.091024
Distance Squared = 0.623150, compared to 6.091024
Distance Squared = 0.712948, compared to 6.091024
Distance Squared = 4.387092, compared to 6.091024
Distance Squared = 0.221213, compared to 6.091024
Distance Squared = 0.845438, compared to 6.091024
Distance Squared = 0.848137, compared to 6.091024
Distance Squared = 0.519689, compared to 6.091024
Distance Squared = 2.535498, compared to 6.091024
Distance Squared = 4.344030, compared to 6.091024
Distance Squared = 4.011876, compared to 6.091024
Distance Squared = 3.858547, compared to 6.091024
Distance Squared = 1.690082, compared to 6.091024
Distance Squared = 0.259236, compared to 6.091024
Distance Squared = 3.468854, compared to 6.091024
Distance Squared = 1.202978, compared to 6.091024
Distance Squared = 4.687441, compared to 6.091024
Distance Squared = 3.331268, compared to 6.091024
Distance Squared = 2.571909, compared to 6.091024
Distance Squared = 4.129445, compared to 6.091024
Distance Squared = 4.878685, compared to 6.091024
Distance Squared = 1.471724, compared to 6.091024
Distance Squared = 1.851038, compared to 6.091024
Distance Squared = 3.289663, compared to 6.091024
Distance Squared = 3.381968, compared to 6.091024
Distance Squared = 5.866290, compared to 6.091024
Distance Squared = 1.738629, compared to 6.091024
Distance Squared = 3.881610, compared to 6.091024
Distance Squared = 4.407672, compared to 6.091024
Distance Squared = 0.238062, compared to 6.091024
Distance Squared = 1.377443, compared to 6.091024
Distance Squared = 0.415026, compared to 6.091024
Distance Squared = 4.357558, compared to 6.091024
Distance Squared = 1.885817, compared to 6.091024
Distance Squared = 3.560172, compared to 6.091024
Distance Squared = 0.594705, compared to 6.091024
Distance Squared = 4.734369, compared to 6.091024
Distance Squared = 1.840610, compared to 6.091024
Distance Squared = 1.249895, compared to 6.091024
Distance Squared = 5.218955, compared to 6.091024
Distance Squared = 0.814583, compared to 6.091024
Distance Squared = 0.068697, compared to 6.091024
Distance Squared = 5.601800, compared to 6.091024
Distance Squared = 3.507639, compared to 6.091024
Distance Squared = 2.251985, compared to 6.091024
Distance Squared = 1.497649, compared to 6.091024
Distance Squared = 1.574357, compared to 6.091024
Distance Squared = 2.433778, compared to 6.091024
Distance Squared = 5.437441, compared to 6.091024
Distance Squared = 4.533353, compared to 6.091024
Distance Squared = 1.968340, compared to 6.091024
Distance Squared = 1.862306, compared to 6.091024
Distance Squared = 5.042049, compared to 6.091024
Distance Squared = 0.569867, compared to 6.091024
Distance Squared = 5.878771, compared to 6.091024
Distance Squared = 3.790227, compared to 6.091024
Distance Squared = 3.725050, compared to 6.091024
Distance Squared = 0.441542, compared to 6.091024
Distance Squared = 2.251230, compared to 6.091024
Distance Squared = 1.178216, compared to 6.091024
Distance Squared = 3.936411, compared to 6.091024
Distance Squared = 5.664524, compared to 6.091024
Distance Squared = 1.660895, compared to 6.091024
Distance Squared = 2.447234, compared to 6.091024
Distance Squared = 2.626430, compared to 6.091024
Distance Squared = 5.226781, compared to 6.091024
Distance Squared = 4.183425, compared to 6.091024
Distance Squared = 3.337102, compared to 6.091024
Distance Squared = 5.058705, compared to 6.091024
Distance Squared = 1.047461, compared to 6.091024
Distance Squared = 0.678798, compared to 6.091024
Distance Squared = 3.972319, compared to 6.091024
Distance Squared = 1.695408, compared to 6.091024
Distance Squared = 3.389462, compared to 6.091024
Distance Squared = 5.750192, compared to 6.091024
Distance Squared = 3.308827, compared to 6.091024
Distance Squared = 4.562561, compared to 6.091024
Distance Squared = 1.507315, compared to 6.091024
Distance Squared = 1.445928, compared to 6.091024
Distance Squared = 4.401491, compared to 6.091024
Distance Squared = 0.210316, compared to 6.091024
Distance Squared = 5.946351, compared to 6.091024
Distance Squared = 5.835369, compared to 6.091024
Distance Squared = 3.204790, compared to 6.091024
Distance Squared = 2.316559, compared to 6.091024
Distance Squared = 0.922733, compared to 6.091024
Distance Squared = 5.784531, compared to 6.091024
Distance Squared = 4.579889, compared to 6.091024
Distance Squared = 4.262135, compared to 6.091024
Distance Squared = 2.740994, compared to 6.091024
Distance Squared = 3.703738, compared to 6.091024
Distance Squared = 2.325596, compared to 6.091024
Distance Squared = 1.931795, compared to 6.091024
Distance Squared = 1.979860, compared to 6.091024
Distance Squared = 0.410009, compared to 6.091024
Distance Squared = 0.837965, compared to 6.091024
Distance Squared = 4.217246, compared to 6.091024
